2024-11-24 15:26:33,379 | __main__ | DEBUG | search request code: 200
2024-11-24 15:26:33,919 | __main__ | DEBUG | snapshot_request status code: 200
2024-11-24 15:26:34,214 | __main__ | DEBUG | strike_request status code: 200
2024-11-24 15:26:34,467 | __main__ | DEBUG | info_request status code: 200
2024-11-24 15:26:34,693 | __main__ | DEBUG | info_request status code: 200
2024-11-24 15:26:34,920 | __main__ | DEBUG | info_request status code: 200
2024-11-24 15:26:35,215 | __main__ | DEBUG | info_request status code: 200
2024-11-24 15:26:35,479 | __main__ | DEBUG | info_request status code: 200
2024-11-24 15:26:35,740 | __main__ | DEBUG | info_request status code: 200
2024-11-24 15:26:35,999 | __main__ | DEBUG | info_request status code: 200
2024-11-24 15:26:36,242 | __main__ | DEBUG | info_request status code: 200
2024-11-24 20:18:27,000 | __main__ | DEBUG | account request status: 200
2024-11-24 20:18:27,004 | __main__ | INFO | account info: {"accounts":["DU3232524"],"acctProps":{"DU3232524":{"hasChildAccounts":false,"supportsCashQty":true,"liteUnderPro":false,"noFXConv":false,"isProp":false,"supportsFractions":true,"allowCustomerTime":false}},"aliases":{"DU3232524":"DU3232524"},"allowFeatures":{"showGFIS":true,"showEUCostReport":false,"allowEventContract":true,"allowFXConv":true,"allowFinancialLens":true,"allowMTA":true,"allowTypeAhead":true,"allowEventTrading":true,"snapshotRefreshTimeout":30,"liteUser":false,"showWebNews":true,"research":true,"debugPnl":true,"showTaxOpt":true,"showImpactDashboard":true,"allowDynAccount":false,"allowCrypto":false,"allowFA":false,"allowLiteUnderPro":false,"allowedAssetTypes":"STK,CFD,OPT,FOP,WAR,FUT,BAG,PDC,CASH,IND,BOND,BILL,FUND,SLB,News,CMDTY,IOPT,ICU,ICS,PHYSS,CRYPTO"},"chartPeriods":{"STK":["*"],"CFD":["*"],"OPT":["2h","1d","2d","1w","1m"],"FOP":["2h","1d","2d","1w","1m"],"WAR":["*"],"IOPT":["*"],"FUT":["*"],"CASH":["*"],"IND":["*"],"BOND":["*"],"FUND":["*"],"CMDTY":["*"],"PHYSS":["*"],"CRYPTO":["*"]},"groups":[],"profiles":[],"selectedAccount":"DU3232524","serverInfo":{"serverName":"JifH12060","serverVersion":"Build 10.32.1b, Nov 22, 2024 1:27:16 PM"},"sessionId":"67419d16.0000000b","isFT":false,"isPaper":true}
2024-11-24 20:18:27,007 | __main__ | DEBUG | account info: "{\"accounts\":[\"DU3232524\"],\"acctProps\":{\"DU3232524\":{\"hasChildAccounts\":false,\"supportsCashQty\":true,\"liteUnderPro\":false,\"noFXConv\":false,\"isProp\":false,\"supportsFractions\":true,\"allowCustomerTime\":false}},\"aliases\":{\"DU3232524\":\"DU3232524\"},\"allowFeatures\":{\"showGFIS\":true,\"showEUCostReport\":false,\"allowEventContract\":true,\"allowFXConv\":true,\"allowFinancialLens\":true,\"allowMTA\":true,\"allowTypeAhead\":true,\"allowEventTrading\":true,\"snapshotRefreshTimeout\":30,\"liteUser\":false,\"showWebNews\":true,\"research\":true,\"debugPnl\":true,\"showTaxOpt\":true,\"showImpactDashboard\":true,\"allowDynAccount\":false,\"allowCrypto\":false,\"allowFA\":false,\"allowLiteUnderPro\":false,\"allowedAssetTypes\":\"STK,CFD,OPT,FOP,WAR,FUT,BAG,PDC,CASH,IND,BOND,BILL,FUND,SLB,News,CMDTY,IOPT,ICU,ICS,PHYSS,CRYPTO\"},\"chartPeriods\":{\"STK\":[\"*\"],\"CFD\":[\"*\"],\"OPT\":[\"2h\",\"1d\",\"2d\",\"1w\",\"1m\"],\"FOP\":[\"2h\",\"1d\",\"2d\",\"1w\",\"1m\"],\"WAR\":[\"*\"],\"IOPT\":[\"*\"],\"FUT\":[\"*\"],\"CASH\":[\"*\"],\"IND\":[\"*\"],\"BOND\":[\"*\"],\"FUND\":[\"*\"],\"CMDTY\":[\"*\"],\"PHYSS\":[\"*\"],\"CRYPTO\":[\"*\"]},\"groups\":[],\"profiles\":[],\"selectedAccount\":\"DU3232524\",\"serverInfo\":{\"serverName\":\"JifH12060\",\"serverVersion\":\"Build 10.32.1b, Nov 22, 2024 1:27:16 PM\"},\"sessionId\":\"67419d16.0000000b\",\"isFT\":false,\"isPaper\":true}"
2024-11-24 20:18:27,572 | __main__ | DEBUG | order request status: 200
2024-11-24 20:18:27,572 | __main__ | INFO | order info: {"orders":[],"snapshot":false}
2024-11-24 20:18:27,920 | __main__ | DEBUG | trades request status: 200
2024-11-24 20:18:27,921 | __main__ | INFO | trades info: []
2024-11-24 20:18:28,354 | __main__ | DEBUG | search request code: 200
2024-11-24 20:18:28,836 | __main__ | DEBUG | snapshot_request status code: 200
2024-11-24 20:18:41,193 | __main__ | DEBUG | account request status: 200
2024-11-24 20:18:41,194 | __main__ | INFO | account info: {"accounts":["DU3232524"],"acctProps":{"DU3232524":{"hasChildAccounts":false,"supportsCashQty":true,"liteUnderPro":false,"noFXConv":false,"isProp":false,"supportsFractions":true,"allowCustomerTime":false}},"aliases":{"DU3232524":"DU3232524"},"allowFeatures":{"showGFIS":true,"showEUCostReport":false,"allowEventContract":true,"allowFXConv":true,"allowFinancialLens":true,"allowMTA":true,"allowTypeAhead":true,"allowEventTrading":true,"snapshotRefreshTimeout":30,"liteUser":false,"showWebNews":true,"research":true,"debugPnl":true,"showTaxOpt":true,"showImpactDashboard":true,"allowDynAccount":false,"allowCrypto":false,"allowFA":false,"allowLiteUnderPro":false,"allowedAssetTypes":"STK,CFD,OPT,FOP,WAR,FUT,BAG,PDC,CASH,IND,BOND,BILL,FUND,SLB,News,CMDTY,IOPT,ICU,ICS,PHYSS,CRYPTO"},"chartPeriods":{"STK":["*"],"CFD":["*"],"OPT":["2h","1d","2d","1w","1m"],"FOP":["2h","1d","2d","1w","1m"],"WAR":["*"],"IOPT":["*"],"FUT":["*"],"CASH":["*"],"IND":["*"],"BOND":["*"],"FUND":["*"],"CMDTY":["*"],"PHYSS":["*"],"CRYPTO":["*"]},"groups":[],"profiles":[],"selectedAccount":"DU3232524","serverInfo":{"serverName":"JifH12060","serverVersion":"Build 10.32.1b, Nov 22, 2024 1:27:16 PM"},"sessionId":"67419d16.0000000b","isFT":false,"isPaper":true}
2024-11-24 20:18:41,196 | __main__ | DEBUG | account info: "{\"accounts\":[\"DU3232524\"],\"acctProps\":{\"DU3232524\":{\"hasChildAccounts\":false,\"supportsCashQty\":true,\"liteUnderPro\":false,\"noFXConv\":false,\"isProp\":false,\"supportsFractions\":true,\"allowCustomerTime\":false}},\"aliases\":{\"DU3232524\":\"DU3232524\"},\"allowFeatures\":{\"showGFIS\":true,\"showEUCostReport\":false,\"allowEventContract\":true,\"allowFXConv\":true,\"allowFinancialLens\":true,\"allowMTA\":true,\"allowTypeAhead\":true,\"allowEventTrading\":true,\"snapshotRefreshTimeout\":30,\"liteUser\":false,\"showWebNews\":true,\"research\":true,\"debugPnl\":true,\"showTaxOpt\":true,\"showImpactDashboard\":true,\"allowDynAccount\":false,\"allowCrypto\":false,\"allowFA\":false,\"allowLiteUnderPro\":false,\"allowedAssetTypes\":\"STK,CFD,OPT,FOP,WAR,FUT,BAG,PDC,CASH,IND,BOND,BILL,FUND,SLB,News,CMDTY,IOPT,ICU,ICS,PHYSS,CRYPTO\"},\"chartPeriods\":{\"STK\":[\"*\"],\"CFD\":[\"*\"],\"OPT\":[\"2h\",\"1d\",\"2d\",\"1w\",\"1m\"],\"FOP\":[\"2h\",\"1d\",\"2d\",\"1w\",\"1m\"],\"WAR\":[\"*\"],\"IOPT\":[\"*\"],\"FUT\":[\"*\"],\"CASH\":[\"*\"],\"IND\":[\"*\"],\"BOND\":[\"*\"],\"FUND\":[\"*\"],\"CMDTY\":[\"*\"],\"PHYSS\":[\"*\"],\"CRYPTO\":[\"*\"]},\"groups\":[],\"profiles\":[],\"selectedAccount\":\"DU3232524\",\"serverInfo\":{\"serverName\":\"JifH12060\",\"serverVersion\":\"Build 10.32.1b, Nov 22, 2024 1:27:16 PM\"},\"sessionId\":\"67419d16.0000000b\",\"isFT\":false,\"isPaper\":true}"
2024-11-24 20:18:41,506 | __main__ | DEBUG | order request status: 200
2024-11-24 20:18:41,507 | __main__ | INFO | order info: {"orders":[],"snapshot":true}
2024-11-24 20:18:41,762 | __main__ | DEBUG | trades request status: 200
2024-11-24 20:18:41,763 | __main__ | INFO | trades info: []
2024-11-24 20:18:42,129 | __main__ | DEBUG | search request code: 200
2024-11-24 20:18:42,657 | __main__ | DEBUG | snapshot_request status code: 200
2024-11-24 20:19:24,770 | __main__ | DEBUG | account request status: 200
2024-11-24 20:19:24,771 | __main__ | INFO | account info: {"accounts":["DU3232524"],"acctProps":{"DU3232524":{"hasChildAccounts":false,"supportsCashQty":true,"liteUnderPro":false,"noFXConv":false,"isProp":false,"supportsFractions":true,"allowCustomerTime":false}},"aliases":{"DU3232524":"DU3232524"},"allowFeatures":{"showGFIS":true,"showEUCostReport":false,"allowEventContract":true,"allowFXConv":true,"allowFinancialLens":true,"allowMTA":true,"allowTypeAhead":true,"allowEventTrading":true,"snapshotRefreshTimeout":30,"liteUser":false,"showWebNews":true,"research":true,"debugPnl":true,"showTaxOpt":true,"showImpactDashboard":true,"allowDynAccount":false,"allowCrypto":false,"allowFA":false,"allowLiteUnderPro":false,"allowedAssetTypes":"STK,CFD,OPT,FOP,WAR,FUT,BAG,PDC,CASH,IND,BOND,BILL,FUND,SLB,News,CMDTY,IOPT,ICU,ICS,PHYSS,CRYPTO"},"chartPeriods":{"STK":["*"],"CFD":["*"],"OPT":["2h","1d","2d","1w","1m"],"FOP":["2h","1d","2d","1w","1m"],"WAR":["*"],"IOPT":["*"],"FUT":["*"],"CASH":["*"],"IND":["*"],"BOND":["*"],"FUND":["*"],"CMDTY":["*"],"PHYSS":["*"],"CRYPTO":["*"]},"groups":[],"profiles":[],"selectedAccount":"DU3232524","serverInfo":{"serverName":"JifH12060","serverVersion":"Build 10.32.1b, Nov 22, 2024 1:27:16 PM"},"sessionId":"67419d16.0000000b","isFT":false,"isPaper":true}
2024-11-24 20:19:24,774 | __main__ | DEBUG | account info: "{\"accounts\":[\"DU3232524\"],\"acctProps\":{\"DU3232524\":{\"hasChildAccounts\":false,\"supportsCashQty\":true,\"liteUnderPro\":false,\"noFXConv\":false,\"isProp\":false,\"supportsFractions\":true,\"allowCustomerTime\":false}},\"aliases\":{\"DU3232524\":\"DU3232524\"},\"allowFeatures\":{\"showGFIS\":true,\"showEUCostReport\":false,\"allowEventContract\":true,\"allowFXConv\":true,\"allowFinancialLens\":true,\"allowMTA\":true,\"allowTypeAhead\":true,\"allowEventTrading\":true,\"snapshotRefreshTimeout\":30,\"liteUser\":false,\"showWebNews\":true,\"research\":true,\"debugPnl\":true,\"showTaxOpt\":true,\"showImpactDashboard\":true,\"allowDynAccount\":false,\"allowCrypto\":false,\"allowFA\":false,\"allowLiteUnderPro\":false,\"allowedAssetTypes\":\"STK,CFD,OPT,FOP,WAR,FUT,BAG,PDC,CASH,IND,BOND,BILL,FUND,SLB,News,CMDTY,IOPT,ICU,ICS,PHYSS,CRYPTO\"},\"chartPeriods\":{\"STK\":[\"*\"],\"CFD\":[\"*\"],\"OPT\":[\"2h\",\"1d\",\"2d\",\"1w\",\"1m\"],\"FOP\":[\"2h\",\"1d\",\"2d\",\"1w\",\"1m\"],\"WAR\":[\"*\"],\"IOPT\":[\"*\"],\"FUT\":[\"*\"],\"CASH\":[\"*\"],\"IND\":[\"*\"],\"BOND\":[\"*\"],\"FUND\":[\"*\"],\"CMDTY\":[\"*\"],\"PHYSS\":[\"*\"],\"CRYPTO\":[\"*\"]},\"groups\":[],\"profiles\":[],\"selectedAccount\":\"DU3232524\",\"serverInfo\":{\"serverName\":\"JifH12060\",\"serverVersion\":\"Build 10.32.1b, Nov 22, 2024 1:27:16 PM\"},\"sessionId\":\"67419d16.0000000b\",\"isFT\":false,\"isPaper\":true}"
2024-11-24 20:19:25,337 | __main__ | DEBUG | order request status: 200
2024-11-24 20:19:25,337 | __main__ | INFO | order info: {"orders":[],"snapshot":true}
2024-11-24 20:19:25,771 | __main__ | DEBUG | trades request status: 200
2024-11-24 20:19:25,772 | __main__ | INFO | trades info: []
2024-11-24 20:19:26,186 | __main__ | DEBUG | search request code: 200
2024-11-24 20:19:26,913 | __main__ | DEBUG | snapshot_request status code: 200
2024-11-24 20:20:19,899 | __main__ | DEBUG | account request status: 200
2024-11-24 20:20:19,900 | __main__ | INFO | account info: {"accounts":["DU3232524"],"acctProps":{"DU3232524":{"hasChildAccounts":false,"supportsCashQty":true,"liteUnderPro":false,"noFXConv":false,"isProp":false,"supportsFractions":true,"allowCustomerTime":false}},"aliases":{"DU3232524":"DU3232524"},"allowFeatures":{"showGFIS":true,"showEUCostReport":false,"allowEventContract":true,"allowFXConv":true,"allowFinancialLens":true,"allowMTA":true,"allowTypeAhead":true,"allowEventTrading":true,"snapshotRefreshTimeout":30,"liteUser":false,"showWebNews":true,"research":true,"debugPnl":true,"showTaxOpt":true,"showImpactDashboard":true,"allowDynAccount":false,"allowCrypto":false,"allowFA":false,"allowLiteUnderPro":false,"allowedAssetTypes":"STK,CFD,OPT,FOP,WAR,FUT,BAG,PDC,CASH,IND,BOND,BILL,FUND,SLB,News,CMDTY,IOPT,ICU,ICS,PHYSS,CRYPTO"},"chartPeriods":{"STK":["*"],"CFD":["*"],"OPT":["2h","1d","2d","1w","1m"],"FOP":["2h","1d","2d","1w","1m"],"WAR":["*"],"IOPT":["*"],"FUT":["*"],"CASH":["*"],"IND":["*"],"BOND":["*"],"FUND":["*"],"CMDTY":["*"],"PHYSS":["*"],"CRYPTO":["*"]},"groups":[],"profiles":[],"selectedAccount":"DU3232524","serverInfo":{"serverName":"JifH12060","serverVersion":"Build 10.32.1b, Nov 22, 2024 1:27:16 PM"},"sessionId":"67419d16.0000000b","isFT":false,"isPaper":true}
2024-11-24 20:20:19,903 | __main__ | DEBUG | account info: "{\"accounts\":[\"DU3232524\"],\"acctProps\":{\"DU3232524\":{\"hasChildAccounts\":false,\"supportsCashQty\":true,\"liteUnderPro\":false,\"noFXConv\":false,\"isProp\":false,\"supportsFractions\":true,\"allowCustomerTime\":false}},\"aliases\":{\"DU3232524\":\"DU3232524\"},\"allowFeatures\":{\"showGFIS\":true,\"showEUCostReport\":false,\"allowEventContract\":true,\"allowFXConv\":true,\"allowFinancialLens\":true,\"allowMTA\":true,\"allowTypeAhead\":true,\"allowEventTrading\":true,\"snapshotRefreshTimeout\":30,\"liteUser\":false,\"showWebNews\":true,\"research\":true,\"debugPnl\":true,\"showTaxOpt\":true,\"showImpactDashboard\":true,\"allowDynAccount\":false,\"allowCrypto\":false,\"allowFA\":false,\"allowLiteUnderPro\":false,\"allowedAssetTypes\":\"STK,CFD,OPT,FOP,WAR,FUT,BAG,PDC,CASH,IND,BOND,BILL,FUND,SLB,News,CMDTY,IOPT,ICU,ICS,PHYSS,CRYPTO\"},\"chartPeriods\":{\"STK\":[\"*\"],\"CFD\":[\"*\"],\"OPT\":[\"2h\",\"1d\",\"2d\",\"1w\",\"1m\"],\"FOP\":[\"2h\",\"1d\",\"2d\",\"1w\",\"1m\"],\"WAR\":[\"*\"],\"IOPT\":[\"*\"],\"FUT\":[\"*\"],\"CASH\":[\"*\"],\"IND\":[\"*\"],\"BOND\":[\"*\"],\"FUND\":[\"*\"],\"CMDTY\":[\"*\"],\"PHYSS\":[\"*\"],\"CRYPTO\":[\"*\"]},\"groups\":[],\"profiles\":[],\"selectedAccount\":\"DU3232524\",\"serverInfo\":{\"serverName\":\"JifH12060\",\"serverVersion\":\"Build 10.32.1b, Nov 22, 2024 1:27:16 PM\"},\"sessionId\":\"67419d16.0000000b\",\"isFT\":false,\"isPaper\":true}"
2024-11-24 20:20:20,176 | __main__ | DEBUG | order request status: 200
2024-11-24 20:20:20,176 | __main__ | INFO | order info: {"orders":[],"snapshot":true}
2024-11-24 20:20:20,468 | __main__ | DEBUG | trades request status: 200
2024-11-24 20:20:20,468 | __main__ | INFO | trades info: []
2024-11-24 20:20:20,724 | __main__ | DEBUG | search request code: 200
2024-11-24 20:20:21,207 | __main__ | DEBUG | snapshot_request status code: 200
2024-11-24 20:24:18,092 | __main__ | DEBUG | account request status: 200
2024-11-24 20:24:18,092 | __main__ | INFO | account info: {"accounts":["DU3232524"],"acctProps":{"DU3232524":{"hasChildAccounts":false,"supportsCashQty":true,"liteUnderPro":false,"noFXConv":false,"isProp":false,"supportsFractions":true,"allowCustomerTime":false}},"aliases":{"DU3232524":"DU3232524"},"allowFeatures":{"showGFIS":true,"showEUCostReport":false,"allowEventContract":true,"allowFXConv":true,"allowFinancialLens":true,"allowMTA":true,"allowTypeAhead":true,"allowEventTrading":true,"snapshotRefreshTimeout":30,"liteUser":false,"showWebNews":true,"research":true,"debugPnl":true,"showTaxOpt":true,"showImpactDashboard":true,"allowDynAccount":false,"allowCrypto":false,"allowFA":false,"allowLiteUnderPro":false,"allowedAssetTypes":"STK,CFD,OPT,FOP,WAR,FUT,BAG,PDC,CASH,IND,BOND,BILL,FUND,SLB,News,CMDTY,IOPT,ICU,ICS,PHYSS,CRYPTO"},"chartPeriods":{"STK":["*"],"CFD":["*"],"OPT":["2h","1d","2d","1w","1m"],"FOP":["2h","1d","2d","1w","1m"],"WAR":["*"],"IOPT":["*"],"FUT":["*"],"CASH":["*"],"IND":["*"],"BOND":["*"],"FUND":["*"],"CMDTY":["*"],"PHYSS":["*"],"CRYPTO":["*"]},"groups":[],"profiles":[],"selectedAccount":"DU3232524","serverInfo":{"serverName":"JifH12060","serverVersion":"Build 10.32.1b, Nov 22, 2024 1:27:16 PM"},"sessionId":"67419d16.0000000b","isFT":false,"isPaper":true}
2024-11-24 20:24:18,095 | __main__ | DEBUG | account info: "{\"accounts\":[\"DU3232524\"],\"acctProps\":{\"DU3232524\":{\"hasChildAccounts\":false,\"supportsCashQty\":true,\"liteUnderPro\":false,\"noFXConv\":false,\"isProp\":false,\"supportsFractions\":true,\"allowCustomerTime\":false}},\"aliases\":{\"DU3232524\":\"DU3232524\"},\"allowFeatures\":{\"showGFIS\":true,\"showEUCostReport\":false,\"allowEventContract\":true,\"allowFXConv\":true,\"allowFinancialLens\":true,\"allowMTA\":true,\"allowTypeAhead\":true,\"allowEventTrading\":true,\"snapshotRefreshTimeout\":30,\"liteUser\":false,\"showWebNews\":true,\"research\":true,\"debugPnl\":true,\"showTaxOpt\":true,\"showImpactDashboard\":true,\"allowDynAccount\":false,\"allowCrypto\":false,\"allowFA\":false,\"allowLiteUnderPro\":false,\"allowedAssetTypes\":\"STK,CFD,OPT,FOP,WAR,FUT,BAG,PDC,CASH,IND,BOND,BILL,FUND,SLB,News,CMDTY,IOPT,ICU,ICS,PHYSS,CRYPTO\"},\"chartPeriods\":{\"STK\":[\"*\"],\"CFD\":[\"*\"],\"OPT\":[\"2h\",\"1d\",\"2d\",\"1w\",\"1m\"],\"FOP\":[\"2h\",\"1d\",\"2d\",\"1w\",\"1m\"],\"WAR\":[\"*\"],\"IOPT\":[\"*\"],\"FUT\":[\"*\"],\"CASH\":[\"*\"],\"IND\":[\"*\"],\"BOND\":[\"*\"],\"FUND\":[\"*\"],\"CMDTY\":[\"*\"],\"PHYSS\":[\"*\"],\"CRYPTO\":[\"*\"]},\"groups\":[],\"profiles\":[],\"selectedAccount\":\"DU3232524\",\"serverInfo\":{\"serverName\":\"JifH12060\",\"serverVersion\":\"Build 10.32.1b, Nov 22, 2024 1:27:16 PM\"},\"sessionId\":\"67419d16.0000000b\",\"isFT\":false,\"isPaper\":true}"
2024-11-24 20:24:18,366 | __main__ | DEBUG | order request status: 200
2024-11-24 20:24:18,366 | __main__ | INFO | order info: {"orders":[],"snapshot":true}
2024-11-24 20:24:18,599 | __main__ | DEBUG | trades request status: 200
2024-11-24 20:24:18,599 | __main__ | INFO | trades info: []
2024-11-24 20:25:02,418 | __main__ | DEBUG | account request status: 200
2024-11-24 20:25:02,418 | __main__ | INFO | account info: {"accounts":["DU3232524"],"acctProps":{"DU3232524":{"hasChildAccounts":false,"supportsCashQty":true,"liteUnderPro":false,"noFXConv":false,"isProp":false,"supportsFractions":true,"allowCustomerTime":false}},"aliases":{"DU3232524":"DU3232524"},"allowFeatures":{"showGFIS":true,"showEUCostReport":false,"allowEventContract":true,"allowFXConv":true,"allowFinancialLens":true,"allowMTA":true,"allowTypeAhead":true,"allowEventTrading":true,"snapshotRefreshTimeout":30,"liteUser":false,"showWebNews":true,"research":true,"debugPnl":true,"showTaxOpt":true,"showImpactDashboard":true,"allowDynAccount":false,"allowCrypto":false,"allowFA":false,"allowLiteUnderPro":false,"allowedAssetTypes":"STK,CFD,OPT,FOP,WAR,FUT,BAG,PDC,CASH,IND,BOND,BILL,FUND,SLB,News,CMDTY,IOPT,ICU,ICS,PHYSS,CRYPTO"},"chartPeriods":{"STK":["*"],"CFD":["*"],"OPT":["2h","1d","2d","1w","1m"],"FOP":["2h","1d","2d","1w","1m"],"WAR":["*"],"IOPT":["*"],"FUT":["*"],"CASH":["*"],"IND":["*"],"BOND":["*"],"FUND":["*"],"CMDTY":["*"],"PHYSS":["*"],"CRYPTO":["*"]},"groups":[],"profiles":[],"selectedAccount":"DU3232524","serverInfo":{"serverName":"JifH12060","serverVersion":"Build 10.32.1b, Nov 22, 2024 1:27:16 PM"},"sessionId":"67419d16.0000000b","isFT":false,"isPaper":true}
2024-11-24 20:25:02,420 | __main__ | DEBUG | account info: "{\"accounts\":[\"DU3232524\"],\"acctProps\":{\"DU3232524\":{\"hasChildAccounts\":false,\"supportsCashQty\":true,\"liteUnderPro\":false,\"noFXConv\":false,\"isProp\":false,\"supportsFractions\":true,\"allowCustomerTime\":false}},\"aliases\":{\"DU3232524\":\"DU3232524\"},\"allowFeatures\":{\"showGFIS\":true,\"showEUCostReport\":false,\"allowEventContract\":true,\"allowFXConv\":true,\"allowFinancialLens\":true,\"allowMTA\":true,\"allowTypeAhead\":true,\"allowEventTrading\":true,\"snapshotRefreshTimeout\":30,\"liteUser\":false,\"showWebNews\":true,\"research\":true,\"debugPnl\":true,\"showTaxOpt\":true,\"showImpactDashboard\":true,\"allowDynAccount\":false,\"allowCrypto\":false,\"allowFA\":false,\"allowLiteUnderPro\":false,\"allowedAssetTypes\":\"STK,CFD,OPT,FOP,WAR,FUT,BAG,PDC,CASH,IND,BOND,BILL,FUND,SLB,News,CMDTY,IOPT,ICU,ICS,PHYSS,CRYPTO\"},\"chartPeriods\":{\"STK\":[\"*\"],\"CFD\":[\"*\"],\"OPT\":[\"2h\",\"1d\",\"2d\",\"1w\",\"1m\"],\"FOP\":[\"2h\",\"1d\",\"2d\",\"1w\",\"1m\"],\"WAR\":[\"*\"],\"IOPT\":[\"*\"],\"FUT\":[\"*\"],\"CASH\":[\"*\"],\"IND\":[\"*\"],\"BOND\":[\"*\"],\"FUND\":[\"*\"],\"CMDTY\":[\"*\"],\"PHYSS\":[\"*\"],\"CRYPTO\":[\"*\"]},\"groups\":[],\"profiles\":[],\"selectedAccount\":\"DU3232524\",\"serverInfo\":{\"serverName\":\"JifH12060\",\"serverVersion\":\"Build 10.32.1b, Nov 22, 2024 1:27:16 PM\"},\"sessionId\":\"67419d16.0000000b\",\"isFT\":false,\"isPaper\":true}"
2024-11-24 20:25:02,665 | __main__ | DEBUG | order request status: 200
2024-11-24 20:25:02,665 | __main__ | INFO | order info: {"orders":[],"snapshot":true}
2024-11-24 20:25:02,922 | __main__ | DEBUG | trades request status: 200
2024-11-24 20:25:02,922 | __main__ | INFO | trades info: []
2024-11-24 20:26:09,591 | __main__ | DEBUG | account request status: 200
2024-11-24 20:26:09,592 | __main__ | INFO | account info: {"accounts":["DU3232524"],"acctProps":{"DU3232524":{"hasChildAccounts":false,"supportsCashQty":true,"liteUnderPro":false,"noFXConv":false,"isProp":false,"supportsFractions":true,"allowCustomerTime":false}},"aliases":{"DU3232524":"DU3232524"},"allowFeatures":{"showGFIS":true,"showEUCostReport":false,"allowEventContract":true,"allowFXConv":true,"allowFinancialLens":true,"allowMTA":true,"allowTypeAhead":true,"allowEventTrading":true,"snapshotRefreshTimeout":30,"liteUser":false,"showWebNews":true,"research":true,"debugPnl":true,"showTaxOpt":true,"showImpactDashboard":true,"allowDynAccount":false,"allowCrypto":false,"allowFA":false,"allowLiteUnderPro":false,"allowedAssetTypes":"STK,CFD,OPT,FOP,WAR,FUT,BAG,PDC,CASH,IND,BOND,BILL,FUND,SLB,News,CMDTY,IOPT,ICU,ICS,PHYSS,CRYPTO"},"chartPeriods":{"STK":["*"],"CFD":["*"],"OPT":["2h","1d","2d","1w","1m"],"FOP":["2h","1d","2d","1w","1m"],"WAR":["*"],"IOPT":["*"],"FUT":["*"],"CASH":["*"],"IND":["*"],"BOND":["*"],"FUND":["*"],"CMDTY":["*"],"PHYSS":["*"],"CRYPTO":["*"]},"groups":[],"profiles":[],"selectedAccount":"DU3232524","serverInfo":{"serverName":"JifH12060","serverVersion":"Build 10.32.1b, Nov 22, 2024 1:27:16 PM"},"sessionId":"67419d16.0000000b","isFT":false,"isPaper":true}
2024-11-24 20:26:09,595 | __main__ | DEBUG | account info: "{\"accounts\":[\"DU3232524\"],\"acctProps\":{\"DU3232524\":{\"hasChildAccounts\":false,\"supportsCashQty\":true,\"liteUnderPro\":false,\"noFXConv\":false,\"isProp\":false,\"supportsFractions\":true,\"allowCustomerTime\":false}},\"aliases\":{\"DU3232524\":\"DU3232524\"},\"allowFeatures\":{\"showGFIS\":true,\"showEUCostReport\":false,\"allowEventContract\":true,\"allowFXConv\":true,\"allowFinancialLens\":true,\"allowMTA\":true,\"allowTypeAhead\":true,\"allowEventTrading\":true,\"snapshotRefreshTimeout\":30,\"liteUser\":false,\"showWebNews\":true,\"research\":true,\"debugPnl\":true,\"showTaxOpt\":true,\"showImpactDashboard\":true,\"allowDynAccount\":false,\"allowCrypto\":false,\"allowFA\":false,\"allowLiteUnderPro\":false,\"allowedAssetTypes\":\"STK,CFD,OPT,FOP,WAR,FUT,BAG,PDC,CASH,IND,BOND,BILL,FUND,SLB,News,CMDTY,IOPT,ICU,ICS,PHYSS,CRYPTO\"},\"chartPeriods\":{\"STK\":[\"*\"],\"CFD\":[\"*\"],\"OPT\":[\"2h\",\"1d\",\"2d\",\"1w\",\"1m\"],\"FOP\":[\"2h\",\"1d\",\"2d\",\"1w\",\"1m\"],\"WAR\":[\"*\"],\"IOPT\":[\"*\"],\"FUT\":[\"*\"],\"CASH\":[\"*\"],\"IND\":[\"*\"],\"BOND\":[\"*\"],\"FUND\":[\"*\"],\"CMDTY\":[\"*\"],\"PHYSS\":[\"*\"],\"CRYPTO\":[\"*\"]},\"groups\":[],\"profiles\":[],\"selectedAccount\":\"DU3232524\",\"serverInfo\":{\"serverName\":\"JifH12060\",\"serverVersion\":\"Build 10.32.1b, Nov 22, 2024 1:27:16 PM\"},\"sessionId\":\"67419d16.0000000b\",\"isFT\":false,\"isPaper\":true}"
2024-11-24 20:26:09,948 | __main__ | DEBUG | order request status: 200
2024-11-24 20:26:09,949 | __main__ | INFO | order info: {"orders":[],"snapshot":true}
2024-11-24 20:26:10,230 | __main__ | DEBUG | trades request status: 200
2024-11-24 20:26:10,230 | __main__ | INFO | trades info: []
2024-11-24 20:26:10,523 | __main__ | DEBUG | order request status: 400
2024-11-24 20:27:33,398 | __main__ | DEBUG | account request status: 200
