,conId,symbol,secType,expiration,strike,right,exchange,currency,tradingClass,openPrice,closePrice,lowPrice,highPrice,lastPrice,tradingVolume
221,757532646,ES,FOP,20250214,6180.0,P,CME,USD,EW2,6131.75,45.5,1.45,1.9,1.45,-1.0
222,757533054,ES,FOP,20250214,6180.0,C,CME,USD,EW2,6131.75,45.5,1.45,1.9,0.6,-1.0
223,757533054,ES,FOP,20250214,6180.0,C,CME,USD,EW2,6131.75,45.5,1.45,0.8,0.6,-1.0
224,757533054,ES,FOP,20250214,6180.0,C,CME,USD,EW2,6131.75,45.5,0.6,0.8,0.6,-1.0
225,757533054,ES,FOP,20250214,6180.0,C,CME,USD,EW2,6131.75,0.85,0.6,0.8,0.6,-1.0
226,757533054,ES,FOP,20250214,6180.0,C,CME,USD,EW2,6131.75,0.85,0.6,0.8,0.6,-1.0
227,757533054,ES,FOP,20250214,6180.0,C,CME,USD,EW2,6131.75,0.85,0.6,0.8,0.6,-1.0
228,759513619,ES,FOP,20250214,6185.0,P,CME,USD,EW2,6131.75,50.25,0.6,0.8,0.6,-1.0
229,759513619,ES,FOP,20250214,6185.0,P,CME,USD,EW2,6131.75,50.25,0.6,0.8,0.6,-1.0
230,759513619,ES,FOP,20250214,6185.0,P,CME,USD,EW2,6131.75,50.25,0.6,0.8,0.6,-1.0
231,759513842,ES,FOP,20250214,6185.0,C,CME,USD,EW2,6131.75,0.5,0.6,0.8,0.6,-1.0
232,759513842,ES,FOP,20250214,6185.0,C,CME,USD,EW2,6131.75,0.5,0.6,0.8,0.6,-1.0
233,759513842,ES,FOP,20250214,6185.0,C,CME,USD,EW2,6131.75,0.5,0.6,0.8,0.6,-1.0
