conId,symbol,secType,expiration,strike,right,exchange,currency,tradingClass
760509122,ES,FOP,20250218,6015.0,P,CME,USD,E3B
760509400,ES,FOP,20250218,6015.0,C,CME,USD,E3B
757528111,ES,FOP,20250218,6020.0,P,CME,USD,E3B
757528181,ES,FOP,20250218,6020.0,C,CME,USD,E3B
761712153,ES,EC,20250218,6020.0,C,CME,USD,ECES
761712156,ES,EC,20250218,6020.0,P,CME,USD,ECES
753981961,ES,FOP,20250218,6025.0,C,CME,USD,E3B
753982336,ES,FOP,20250218,6025.0,P,CME,USD,E3B
761712160,ES,EC,20250218,6025.0,C,CME,USD,ECES
761712165,ES,EC,20250218,6025.0,P,CME,USD,ECES
757528152,ES,FOP,20250218,6030.0,P,CME,USD,E3B
757528462,ES,FOP,20250218,6030.0,C,CME,USD,E3B
761712170,ES,EC,20250218,6030.0,C,CME,USD,ECES
761712175,ES,EC,20250218,6030.0,P,CME,USD,ECES
760508548,ES,FOP,20250218,6035.0,P,CME,USD,E3B
760509080,ES,FOP,20250218,6035.0,C,CME,USD,E3B
757528648,ES,FOP,20250218,6040.0,P,CME,USD,E3B
757528692,ES,FOP,20250218,6040.0,C,CME,USD,E3B
761712177,ES,EC,20250218,6040.0,C,CME,USD,ECES
761712180,ES,EC,20250218,6040.0,P,CME,USD,ECES
760509099,ES,FOP,20250218,6045.0,C,CME,USD,E3B
760509114,ES,FOP,20250218,6045.0,P,CME,USD,E3B
753981776,ES,FOP,20250218,6050.0,C,CME,USD,E3B
753981955,ES,FOP,20250218,6050.0,P,CME,USD,E3B
761712187,ES,EC,20250218,6050.0,C,CME,USD,ECES
761712190,ES,EC,20250218,6050.0,P,CME,USD,ECES
760508027,ES,FOP,20250218,6055.0,C,CME,USD,E3B
760508890,ES,FOP,20250218,6055.0,P,CME,USD,E3B
757528517,ES,FOP,20250218,6060.0,P,CME,USD,E3B
757528529,ES,FOP,20250218,6060.0,C,CME,USD,E3B
761712195,ES,EC,20250218,6060.0,C,CME,USD,ECES
761712198,ES,EC,20250218,6060.0,P,CME,USD,ECES
760508628,ES,FOP,20250218,6065.0,C,CME,USD,E3B
760508748,ES,FOP,20250218,6065.0,P,CME,USD,E3B
757528171,ES,FOP,20250218,6070.0,P,CME,USD,E3B
757528329,ES,FOP,20250218,6070.0,C,CME,USD,E3B
761712201,ES,EC,20250218,6070.0,C,CME,USD,ECES
