Date,Close,High,Low,Open,Volume,SMA_20,EMA_20,SMA_50,EMA_50,SMA_200,EMA_200,SwingBuy_Signal,SwingSell_Signal,EMA_12,EMA_26,MACD,Signal_Line,Buy_Signal_MACD,Sell_Signal_MACD,Combined_Buy_Signal,Combined_Sell_Signal,RSI,RSI_Signal
2022-01-03,2272.56005859375,2284.139892578125,2246.7099609375,2246.7099609375,3831020000,,2272.56005859375,,2272.56005859375,,2272.56005859375,False,False,2272.56005859375,2272.56005859375,0.0,0.0,False,False,False,False,,False
2022-01-04,2268.8701171875,2288.300048828125,2255.7099609375,2273.179931640625,4683170000,,2272.208635602679,,2272.415355009191,,2272.523342758862,False,False,2271.9923753004805,2272.2867296006943,-0.294354300213854,-0.058870860042770805,False,True,False,False,,False
2022-01-05,2194.0,2275.320068359375,2193.719970703125,2268.919921875,4887960000,,2264.7601941167095,,2269.3402430480464,,2271.7420159652415,False,False,2259.9935483311756,2266.4877125932358,-6.494164262060167,-1.3459295404462501,False,True,False,False,,False
2022-01-06,2206.3701171875,2220.590087890625,2179.2900390625,2194.47998046875,4295280000,,2259.1992344091655,,2266.870826347633,,2271.091549310737,False,False,2251.743789693687,2262.034557377996,-10.290767684308776,-3.1348971692187555,False,True,False,False,,False
2022-01-07,2179.81005859375,2220.1298828125,2179.81005859375,2206.139892578125,4181510000,,2251.638360521983,,2263.456678592579,,2270.183275771264,False,False,2240.6770618321584,2255.943853764348,-15.26679193218979,-5.561276121812963,False,True,False,False,,False
2022-01-10,2171.14990234375,2179.070068359375,2133.1298828125,2179.070068359375,4511810000,,2243.972793076437,,2259.836805014194,,2269.1978690704927,False,False,2229.9805757570184,2249.662820325785,-19.68224456876669,-8.38546981120371,False,True,False,False,,False
2022-01-11,2194.0,2196.64990234375,2154.81005859375,2171.169921875,4101590000,,2239.2134794501094,,2257.254969523441,,2268.4496315673036,False,False,2224.445102563631,2245.539648449801,-21.09454588617018,-10.927285026197005,False,True,False,False,,False
2022-01-12,2176.06005859375,2210.280029296875,2169.419921875,2194.93994140625,4048220000,,2233.19886793998,,2254.0708553693353,,2267.530332333736,False,False,2217.0012496451877,2240.3930121641674,-23.391762518979704,-13.420180524753544,False,True,False,False,,False
2022-01-13,2159.43994140625,2196.739990234375,2154.4599609375,2177.06005859375,4251730000,,2226.174208270101,,2250.359839135489,,2266.454806055851,False,False,2208.145663762274,2234.3964884043216,-26.25082464204752,-15.98630934821234,False,True,False,False,,False
2022-01-14,2162.4599609375,2162.4599609375,2126.1201171875,2157.989990234375,4338490000,,2220.106184714615,,2246.9127850885093,,2265.420031477559,False,False,2201.117094096924,2229.067856740113,-27.950762643188682,-18.379200007207608,False,True,False,False,,False
2022-01-18,2096.22998046875,2160.35009765625,2094.929931640625,2160.35009765625,4748700000,,2208.3084509769137,,2241.0036554955777,,2263.736548382944,False,False,2184.980615077205,2219.2280140533453,-34.247398976140175,-21.55283980099412,False,True,False,False,,False
2022-01-19,2062.780029296875,2109.22998046875,2062.179931640625,2097.56005859375,4465740000,,2194.4486012931006,,2234.0144936838637,,2261.7369810288537,False,False,2166.1805249571544,2207.639274441755,-41.4587494846005,-25.5340217377154,False,True,False,False,,False
2022-01-20,2024.0400390625,2104.590087890625,2022.199951171875,2063.860107421875,4640870000,,2178.219214413996,,2225.7802013457713,,2259.371837327696,False,False,2144.312757896438,2194.0393310803283,-49.726573183890196,-30.37253202695036,False,True,False,False,,False
2022-01-21,1987.9200439453125,2043.510009765625,1987.9100341796875,2022.550048828125,5589100000,,2160.095483893169,,2216.4523520359494,,2256.6708244582196,False,False,2120.252340365496,2178.7712357369937,-58.51889537149782,-36.00180469585985,False,True,False,False,10.589328529671945,True
2022-01-24,2033.510009765625,2038.6600341796875,1931.43994140625,1986.449951171875,6928110000,,2148.0397244524506,,2209.2781425351523,,2254.450318839388,False,False,2106.9073664270545,2168.0111449242995,-61.103778497245,-41.02219945613689,False,True,False,False,20.61176455051546,True
2022-01-25,2004.030029296875,2030.8399658203125,1966.0999755859375,2030.8199462890625,5145050000,,2134.3245153900148,,2201.229196917965,,2251.958574664836,False,False,2091.080083791642,2155.8643956185642,-64.78431182692202,-45.77462193029392,False,True,False,False,19.382683364925754,True
2022-01-26,1976.4599609375,2048.35009765625,1958.3399658203125,2006.0400390625,5570640000,,2119.2897959183465,,2192.4147170755937,,2249.2172949262554,False,False,2073.4462187371587,2142.5751782347816,-69.12895949762287,-50.44548944375971,False,True,False,False,21.762747808472795,True
2022-01-27,1931.2900390625,2007.22998046875,1925.449951171875,1978.0799560546875,5214200000,,2101.3850571701705,,2182.1745336240997,,2246.0538396440293,False,False,2051.57603724875,2126.924427184983,-75.34838993623316,-55.42606954225441,False,True,False,False,17.095703653171,True
2022-01-28,1968.510009765625,1968.510009765625,1901.3599853515625,1931.1400146484375,5031090000,,2088.73029075069,,2173.7955326884735,,2243.292209495986,False,False,2038.7966484051922,2115.1900258946603,-76.3933774894681,-59.619531131697144,False,True,False,False,25.353430246862956,True
2022-01-31,2028.449951171875,2028.449951171875,1960.1099853515625,1968.0899658203125,5098610000,2104.8970153808596,2082.989306028898,,2168.0957059623324,,2241.154475582313,False,False,2037.2048488308355,2108.7648351744538,-71.55998634361822,-62.00762217408136,False,True,False,False,35.13356163338308,False
2022-02-01,2050.739990234375,2052.85009765625,2003.3800048828125,2028.780029296875,4816830000,2093.806011962891,2079.9179426198957,,2163.493521031824,,2239.2598040863136,False,False,2039.2871782775342,2104.466698512226,-65.17952023469161,-62.642001786203416,False,True,False,False,35.05777829837946,False
