conId,symbol,secType,expiration,strike,right,exchange,currency,tradingClass
757531100,ES,FOP,20250225,5890.0,C,CME,USD,E4B
757531263,ES,FOP,20250225,5890.0,P,CME,USD,E4B
761995354,ES,FOP,20250225,5895.0,P,CME,USD,E4B
761995644,ES,FOP,20250225,5895.0,C,CME,USD,E4B
755582520,ES,FOP,20250225,5900.0,P,CME,USD,E4B
755582669,ES,FOP,20250225,5900.0,C,CME,USD,E4B
761995114,ES,FOP,20250225,5905.0,P,CME,USD,E4B
761995220,ES,FOP,20250225,5905.0,C,CME,USD,E4B
757530984,ES,FOP,20250225,5910.0,C,CME,USD,E4B
757531349,ES,FOP,20250225,5910.0,P,CME,USD,E4B
761995599,ES,FOP,20250225,5915.0,P,CME,USD,E4B
761995635,ES,FOP,20250225,5915.0,C,CME,USD,E4B
757530961,ES,FOP,20250225,5920.0,P,CME,USD,E4B
757531198,ES,FOP,20250225,5920.0,C,CME,USD,E4B
755582363,ES,FOP,20250225,5925.0,C,CME,USD,E4B
755582555,ES,FOP,20250225,5925.0,P,CME,USD,E4B
757530911,ES,FOP,20250225,5930.0,C,CME,USD,E4B
757531178,ES,FOP,20250225,5930.0,P,CME,USD,E4B
761995384,ES,FOP,20250225,5935.0,P,CME,USD,E4B
761995657,ES,FOP,20250225,5935.0,C,CME,USD,E4B
757531415,ES,FOP,20250225,5940.0,P,CME,USD,E4B
757531503,ES,FOP,20250225,5940.0,C,CME,USD,E4B
761995411,ES,FOP,20250225,5945.0,P,CME,USD,E4B
761995541,ES,FOP,20250225,5945.0,C,CME,USD,E4B
755582514,ES,FOP,20250225,5950.0,P,CME,USD,E4B
755582645,ES,FOP,20250225,5950.0,C,CME,USD,E4B
761995140,ES,FOP,20250225,5955.0,P,CME,USD,E4B
761995254,ES,FOP,20250225,5955.0,C,CME,USD,E4B
757530891,ES,FOP,20250225,5960.0,P,CME,USD,E4B
757531044,ES,FOP,20250225,5960.0,C,CME,USD,E4B
761995091,ES,FOP,20250225,5965.0,C,CME,USD,E4B
761995434,ES,FOP,20250225,5965.0,P,CME,USD,E4B
757530921,ES,FOP,20250225,5970.0,C,CME,USD,E4B
757531109,ES,FOP,20250225,5970.0,P,CME,USD,E4B
755582356,ES,FOP,20250225,5975.0,C,CME,USD,E4B
755582795,ES,FOP,20250225,5975.0,P,CME,USD,E4B
757530814,ES,FOP,20250225,5980.0,P,CME,USD,E4B
757531011,ES,FOP,20250225,5980.0,C,CME,USD,E4B
761995217,ES,FOP,20250225,5985.0,C,CME,USD,E4B
761995441,ES,FOP,20250225,5985.0,P,CME,USD,E4B
757530801,ES,FOP,20250225,5990.0,P,CME,USD,E4B
757531279,ES,FOP,20250225,5990.0,C,CME,USD,E4B
761995459,ES,FOP,20250225,5995.0,P,CME,USD,E4B
761995601,ES,FOP,20250225,5995.0,C,CME,USD,E4B
755582805,ES,FOP,20250225,6000.0,P,CME,USD,E4B
755582815,ES,FOP,20250225,6000.0,C,CME,USD,E4B
761995281,ES,FOP,20250225,6005.0,C,CME,USD,E4B
761995570,ES,FOP,20250225,6005.0,P,CME,USD,E4B
757530978,ES,FOP,20250225,6010.0,C,CME,USD,E4B
757531438,ES,FOP,20250225,6010.0,P,CME,USD,E4B
761995366,ES,FOP,20250225,6015.0,C,CME,USD,E4B
761995451,ES,FOP,20250225,6015.0,P,CME,USD,E4B
757531224,ES,FOP,20250225,6020.0,C,CME,USD,E4B
757531401,ES,FOP,20250225,6020.0,P,CME,USD,E4B
755582393,ES,FOP,20250225,6025.0,C,CME,USD,E4B
755582825,ES,FOP,20250225,6025.0,P,CME,USD,E4B
757531342,ES,FOP,20250225,6030.0,C,CME,USD,E4B
757531389,ES,FOP,20250225,6030.0,P,CME,USD,E4B
761995251,ES,FOP,20250225,6035.0,C,CME,USD,E4B
761995264,ES,FOP,20250225,6035.0,P,CME,USD,E4B
757530901,ES,FOP,20250225,6040.0,P,CME,USD,E4B
757531315,ES,FOP,20250225,6040.0,C,CME,USD,E4B
761995298,ES,FOP,20250225,6045.0,P,CME,USD,E4B
761995638,ES,FOP,20250225,6045.0,C,CME,USD,E4B
755582508,ES,FOP,20250225,6050.0,P,CME,USD,E4B
755582585,ES,FOP,20250225,6050.0,C,CME,USD,E4B
761995026,ES,FOP,20250225,6055.0,P,CME,USD,E4B
761995274,ES,FOP,20250225,6055.0,C,CME,USD,E4B
757530819,ES,FOP,20250225,6060.0,C,CME,USD,E4B
757531209,ES,FOP,20250225,6060.0,P,CME,USD,E4B
761995041,ES,FOP,20250225,6065.0,P,CME,USD,E4B
761995056,ES,FOP,20250225,6065.0,C,CME,USD,E4B
757531104,ES,FOP,20250225,6070.0,C,CME,USD,E4B
757531445,ES,FOP,20250225,6070.0,P,CME,USD,E4B
755582404,ES,FOP,20250225,6075.0,C,CME,USD,E4B
755582435,ES,FOP,20250225,6075.0,P,CME,USD,E4B
757530884,ES,FOP,20250225,6080.0,P,CME,USD,E4B
757531304,ES,FOP,20250225,6080.0,C,CME,USD,E4B
761995230,ES,FOP,20250225,6085.0,P,CME,USD,E4B
761995651,ES,FOP,20250225,6085.0,C,CME,USD,E4B
757530825,ES,FOP,20250225,6090.0,C,CME,USD,E4B
757530959,ES,FOP,20250225,6090.0,P,CME,USD,E4B
761995197,ES,FOP,20250225,6095.0,P,CME,USD,E4B
761995677,ES,FOP,20250225,6095.0,C,CME,USD,E4B
755582548,ES,FOP,20250225,6100.0,P,CME,USD,E4B
755582819,ES,FOP,20250225,6100.0,C,CME,USD,E4B
761995291,ES,FOP,20250225,6105.0,P,CME,USD,E4B
761995394,ES,FOP,20250225,6105.0,C,CME,USD,E4B
757531121,ES,FOP,20250225,6110.0,P,CME,USD,E4B
757531534,ES,FOP,20250225,6110.0,C,CME,USD,E4B
761995492,ES,FOP,20250225,6115.0,P,CME,USD,E4B
761995604,ES,FOP,20250225,6115.0,C,CME,USD,E4B
757531236,ES,FOP,20250225,6120.0,C,CME,USD,E4B
757531440,ES,FOP,20250225,6120.0,P,CME,USD,E4B
755582538,ES,FOP,20250225,6125.0,P,CME,USD,E4B
755582759,ES,FOP,20250225,6125.0,C,CME,USD,E4B
