conId,openPrice,closePrice,lowPrice,highPrice,lastPrice,tradingVolume
28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28.0,-1.0,-1.0,-1.0,5971.0,-1.0,-1.0
28.0,-1.0,-1.0,5848.0,5971.0,-1.0,-1.0
28.0,-1.0,5876.25,5848.0,5971.0,-1.0,-1.0
28.0,5883.0,5876.25,5848.0,5971.0,-1.0,-1.0
764044788.0,5883.0,7.35,5848.0,5971.0,-1.0,-1.0
764044788.0,5883.0,7.35,5848.0,5971.0,-1.0,-1.0
764044788.0,5883.0,7.35,5848.0,5971.0,-1.0,-1.0
764045401.0,5883.0,128.5,5848.0,5971.0,-1.0,-1.0
764045401.0,5883.0,128.5,5848.0,5971.0,-1.0,-1.0
764045401.0,5883.0,128.5,5848.0,5971.0,-1.0,-1.0
759088227.0,5883.0,8.0,5848.0,5971.0,-1.0,-1.0
759088227.0,5883.0,8.0,5848.0,5971.0,-1.0,-1.0
759088227.0,5883.0,8.0,5848.0,5971.0,-1.0,-1.0
759088419.0,5883.0,124.25,5848.0,5971.0,-1.0,-1.0
759088419.0,5883.0,124.25,5848.0,5971.0,-1.0,-1.0
759088419.0,5883.0,124.25,5848.0,5971.0,-1.0,-1.0
764045355.0,5883.0,8.75,5848.0,5971.0,-1.0,-1.0
764045355.0,5883.0,8.75,5848.0,5971.0,-1.0,-1.0
764045355.0,5883.0,8.75,5848.0,5971.0,-1.0,-1.0
764045661.0,5883.0,120.0,5848.0,5971.0,-1.0,-1.0
764045661.0,5883.0,120.0,5848.0,5971.0,-1.0,-1.0
764045661.0,5883.0,120.0,5848.0,5971.0,-1.0,-1.0
759088039.0,5883.0,115.75,5848.0,5971.0,-1.0,-1.0
759088039.0,5883.0,115.75,5848.0,5971.0,-1.0,-1.0
759088039.0,5883.0,115.75,5848.0,5971.0,-1.0,-1.0
759088085.0,5883.0,9.5,5848.0,5971.0,-1.0,-1.0
759088085.0,5883.0,9.5,5848.0,5971.0,-1.0,-1.0
759088085.0,5883.0,9.5,5848.0,5971.0,-1.0,-1.0
753718063.0,5883.0,10.25,5848.0,5971.0,-1.0,-1.0
753718063.0,5883.0,10.25,5848.0,5971.0,-1.0,-1.0
753718063.0,5883.0,10.25,5848.0,5971.0,-1.0,-1.0
753718317.0,5883.0,111.5,5848.0,5971.0,-1.0,-1.0
753718317.0,5883.0,111.5,5848.0,5971.0,-1.0,-1.0
753718317.0,5883.0,111.5,5848.0,5971.0,-1.0,-1.0
759088075.0,5883.0,107.25,5848.0,5971.0,-1.0,-1.0
759088075.0,5883.0,107.25,5848.0,5971.0,-1.0,-1.0
759088075.0,5883.0,107.25,5848.0,5971.0,-1.0,-1.0
759088530.0,5883.0,11.25,5848.0,5971.0,-1.0,-1.0
759088530.0,5883.0,11.25,5848.0,5971.0,-1.0,-1.0
759088530.0,5883.0,11.25,5848.0,5971.0,-1.0,-1.0
764045375.0,5883.0,103.25,5848.0,5971.0,-1.0,-1.0
764045375.0,5883.0,103.25,5848.0,5971.0,-1.0,-1.0
764045375.0,5883.0,103.25,5848.0,5971.0,-1.0,-1.0
764045695.0,5883.0,12.0,5848.0,5971.0,-1.0,-1.0
764045695.0,5883.0,12.0,5848.0,5971.0,-1.0,-1.0
764045695.0,5883.0,12.0,5848.0,5971.0,-1.0,-1.0
759088090.0,5883.0,99.25,5848.0,5971.0,-1.0,-1.0
759088090.0,5883.0,99.25,5848.0,5971.0,-1.0,-1.0
759088090.0,5883.0,99.25,5848.0,5971.0,-1.0,-1.0
764044783.0,5883.0,95.25,5848.0,5971.0,-1.0,-1.0
764044783.0,5883.0,95.25,5848.0,5971.0,-1.0,-1.0
764044783.0,5883.0,95.25,5848.0,5971.0,-1.0,-1.0
753717914.0,5883.0,91.25,5848.0,5971.0,-1.0,-1.0
753717914.0,5883.0,91.25,5848.0,5971.0,-1.0,-1.0
753717914.0,5883.0,91.25,5848.0,5971.0,-1.0,-1.0
753718009.0,5883.0,15.25,5848.0,5971.0,-1.0,-1.0
753718009.0,5883.0,15.25,5848.0,5971.0,-1.0,-1.0
753718009.0,5883.0,15.25,5848.0,5971.0,-1.0,-1.0
759088448.0,5883.0,17.5,5848.0,5971.0,-1.0,-1.0
759088448.0,5883.0,17.5,5848.0,5971.0,-1.0,-1.0
759088448.0,5883.0,17.5,5848.0,5971.0,-1.0,-1.0
764045543.0,5883.0,18.75,5848.0,5971.0,-1.0,-1.0
764045543.0,5883.0,18.75,5848.0,5971.0,-1.0,-1.0
764045543.0,5883.0,18.75,5848.0,5971.0,-1.0,-1.0
759088213.0,5883.0,20.25,5848.0,5971.0,-1.0,-1.0
759088213.0,5883.0,20.25,5848.0,5971.0,-1.0,-1.0
759088213.0,5883.0,20.25,5848.0,5971.0,-1.0,-1.0
759088293.0,5883.0,76.5,5848.0,5971.0,-1.0,-1.0
759088293.0,5883.0,76.5,5848.0,5971.0,-1.0,-1.0
759088293.0,5883.0,76.5,5848.0,5971.0,-1.0,-1.0
753717997.0,5883.0,21.75,5848.0,5971.0,-1.0,-1.0
753717997.0,5883.0,21.75,5848.0,5971.0,-1.0,-1.0
753717997.0,5883.0,21.75,5848.0,5971.0,-1.0,-1.0
759088193.0,5883.0,23.25,5848.0,5971.0,-1.0,-1.0
759088193.0,5883.0,23.25,5848.0,5971.0,-1.0,-1.0
759088193.0,5883.0,23.25,5848.0,5971.0,-1.0,-1.0
764045723.0,5883.0,66.0,5848.0,5971.0,-1.0,-1.0
764045723.0,5883.0,66.0,5848.0,5971.0,-1.0,-1.0
764045723.0,5883.0,66.0,5848.0,5971.0,-1.0,-1.0
759088343.0,5883.0,62.75,5848.0,5971.0,-1.0,-1.0
759088343.0,5883.0,62.75,5848.0,5971.0,-1.0,-1.0
759088343.0,5883.0,62.75,5848.0,5971.0,-1.0,-1.0
764045408.0,5883.0,59.75,5848.0,5971.0,-1.0,-1.0
764045408.0,5883.0,59.75,5848.0,5971.0,-1.0,-1.0
764045408.0,5883.0,59.75,5848.0,5971.0,-1.0,-1.0
753718065.0,5883.0,56.5,5848.0,5971.0,-1.0,-1.0
753718065.0,5883.0,56.5,5848.0,5971.0,-1.0,-1.0
753718065.0,5883.0,56.5,5848.0,5971.0,-1.0,-1.0
764045263.0,5883.0,32.25,5848.0,5971.0,-1.0,-1.0
764045263.0,5883.0,32.25,5848.0,5971.0,-1.0,-1.0
764045263.0,5883.0,32.25,5848.0,5971.0,-1.0,-1.0
764045514.0,5883.0,53.5,5848.0,5971.0,-1.0,-1.0
764045514.0,5883.0,53.5,5848.0,5971.0,-1.0,-1.0
764045514.0,5883.0,53.5,5848.0,5971.0,-1.0,-1.0
759088054.0,5883.0,34.25,5848.0,5971.0,-1.0,-1.0
759088054.0,5883.0,34.25,5848.0,5971.0,-1.0,-1.0
759088054.0,5883.0,34.25,5848.0,5971.0,-1.0,-1.0
759088400.0,5883.0,50.5,5848.0,5971.0,-1.0,-1.0
759088400.0,5883.0,50.5,5848.0,5971.0,-1.0,-1.0
759088400.0,5883.0,50.5,5848.0,5971.0,-1.0,-1.0
764045079.0,5883.0,47.75,5848.0,5971.0,-1.0,-1.0
764045079.0,5883.0,47.75,5848.0,5971.0,-1.0,-1.0
764045079.0,5883.0,47.75,5848.0,5971.0,-1.0,-1.0
764045384.0,5883.0,36.5,5848.0,5971.0,-1.0,-1.0
764045384.0,5883.0,36.5,5848.0,5971.0,-1.0,-1.0
764045384.0,5883.0,36.5,5848.0,5971.0,-1.0,-1.0
759088366.0,5883.0,38.5,5848.0,5971.0,-1.0,-1.0
759088366.0,5883.0,38.5,5848.0,5971.0,-1.0,-1.0
759088366.0,5883.0,38.5,5848.0,5971.0,-1.0,-1.0
759088425.0,5883.0,44.75,5848.0,5971.0,-1.0,-1.0
759088425.0,5883.0,44.75,5848.0,5971.0,-1.0,-1.0
759088425.0,5883.0,44.75,5848.0,5971.0,-1.0,-1.0
753717991.0,5883.0,40.75,5848.0,5971.0,-1.0,-1.0
753717991.0,5883.0,40.75,5848.0,5971.0,-1.0,-1.0
753717991.0,5883.0,40.75,5848.0,5971.0,-1.0,-1.0
753718029.0,5883.0,42.0,5848.0,5971.0,-1.0,-1.0
753718029.0,5883.0,42.0,5848.0,5971.0,-1.0,-1.0
753718029.0,5883.0,42.0,5848.0,5971.0,-1.0,-1.0
759088233.0,5883.0,43.0,5848.0,5971.0,-1.0,-1.0
759088233.0,5883.0,43.0,5848.0,5971.0,-1.0,-1.0
759088233.0,5883.0,43.0,5848.0,5971.0,-1.0,-1.0
759088478.0,5883.0,39.25,5848.0,5971.0,-1.0,-1.0
759088478.0,5883.0,39.25,5848.0,5971.0,-1.0,-1.0
759088478.0,5883.0,39.25,5848.0,5971.0,-1.0,-1.0
764045454.0,5883.0,45.5,5848.0,5971.0,-1.0,-1.0
764045454.0,5883.0,45.5,5848.0,5971.0,-1.0,-1.0
764045454.0,5883.0,45.5,5848.0,5971.0,-1.0,-1.0
764045620.0,5883.0,36.75,5848.0,5971.0,-1.0,-1.0
764045620.0,5883.0,36.75,5848.0,5971.0,-1.0,-1.0
764045620.0,5883.0,36.75,5848.0,5971.0,-1.0,-1.0
759088499.0,5883.0,48.0,5848.0,5971.0,-1.0,-1.0
759088499.0,5883.0,48.0,5848.0,5971.0,-1.0,-1.0
759088499.0,5883.0,48.0,5848.0,5971.0,-1.0,-1.0
759088518.0,5883.0,34.25,5848.0,5971.0,-1.0,-1.0
759088518.0,5883.0,34.25,5848.0,5971.0,-1.0,-1.0
759088518.0,5883.0,34.25,5848.0,5971.0,-1.0,-1.0
764045330.0,5883.0,50.5,5848.0,5971.0,-1.0,-1.0
764045330.0,5883.0,50.5,5848.0,5971.0,-1.0,-1.0
764045330.0,5883.0,50.5,5848.0,5971.0,-1.0,-1.0
