conId,openPrice,closePrice,lowPrice,highPrice,lastPrice,tradingVolume
2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2.0,-1.0,5876.25,-1.0,-1.0,-1.0,-1.0
4.0,-1.0,5876.25,-1.0,-1.0,-1.0,-1.0
3.0,-1.0,5876.25,-1.0,-1.0,-1.0,-1.0
5.0,-1.0,5876.25,-1.0,-1.0,-1.0,-1.0
5.0,-1.0,5876.25,-1.0,-1.0,-1.0,-1.0
5.0,-1.0,5876.25,-1.0,-1.0,-1.0,-1.0
764044788.0,-1.0,5876.25,-1.0,-1.0,-1.0,-1.0
764044788.0,-1.0,5876.25,-1.0,-1.0,-1.0,-1.0
764044788.0,-1.0,5876.25,-1.0,11.75,-1.0,-1.0
764044788.0,-1.0,5876.25,0.95,11.75,-1.0,-1.0
764044788.0,-1.0,7.35,0.95,11.75,-1.0,-1.0
764044788.0,-1.0,7.35,0.95,11.75,0.95,-1.0
764045401.0,-1.0,7.35,0.95,11.75,0.95,-1.0
764045401.0,-1.0,7.35,0.95,11.75,0.95,-1.0
764045401.0,-1.0,7.35,0.95,124.0,0.95,-1.0
764045401.0,-1.0,7.35,124.0,124.0,0.95,-1.0
764045401.0,-1.0,128.5,124.0,124.0,0.95,-1.0
764045401.0,-1.0,128.5,124.0,124.0,124.0,-1.0
759088227.0,-1.0,128.5,124.0,124.0,124.0,-1.0
759088227.0,-1.0,128.5,124.0,124.0,124.0,-1.0
759088227.0,-1.0,128.5,124.0,124.0,0.7,-1.0
759088227.0,-1.0,128.5,124.0,12.25,0.7,-1.0
759088227.0,-1.0,128.5,0.55,12.25,0.7,-1.0
759088227.0,-1.0,8.0,0.55,12.25,0.7,-1.0
759088419.0,-1.0,8.0,0.55,12.25,0.7,-1.0
759088419.0,-1.0,8.0,0.55,12.25,0.7,-1.0
759088419.0,-1.0,8.0,0.55,206.5,0.7,-1.0
