conId,symbol,secType,expiration,strike,right,exchange,currency,tradingClass,tickType,impliedVol,delta,optPrice,pvDividend,gamma,vega,theta,undPrice
757533150,ES,FOP,20250214,6020.0,C,CME,USD,EW2,10.0,0.15256860001700326,0.9990496220233197,122.75,0.0,7.462603499209397e-05,0.007717743352452284,-0.0,
757533150,ES,FOP,20250214,6020.0,C,CME,USD,EW2,11.0,0.2532622223492644,0.9705218868486315,123.5,0.0,0.0010146883365245948,0.1741958826157528,-0.5098161533251186,
757533150,ES,FOP,20250214,6020.0,C,CME,USD,EW2,12.0,,,,0.0,,,,
757533150,ES,FOP,20250214,6020.0,C,CME,USD,EW2,13.0,0.21855541755223118,0.9854166532486263,123.03270936810713,0.0,0.0006464571672664828,0.10647263524515438,-0.28270936810713465,
757533269,ES,FOP,20250214,6020.0,P,CME,USD,EW2,10.0,0.20765646280651062,-0.01065141909240595,0.20000000298023224,0.0,0.0005208498661025703,0.07331499557076779,-0.20000000298023224,
757533269,ES,FOP,20250214,6020.0,P,CME,USD,EW2,11.0,0.2242109317313349,-0.016452317023644233,0.3499999940395355,0.0,0.0007022679576182764,0.10673194912908276,-0.3499999940395355,
757533269,ES,FOP,20250214,6020.0,P,CME,USD,EW2,12.0,0.21490911878111255,-0.01303485055350379,0.30000001192092896,0.0,0.0005996581297308127,0.08735612741525813,-0.30000001192092896,
757533269,ES,FOP,20250214,6020.0,P,CME,USD,EW2,13.0,0.21855541755223118,-0.014504072448704814,0.29244028875905315,0.0,0.0006464571672664828,0.10647263524499806,-0.29244028875905315,
747767425,ES,FOP,20250214,6025.0,P,CME,USD,EW2,10.0,0.2115527882534891,-0.015089368042039152,0.30000001192092896,0.0,0.0006910790433072406,0.09910174024408111,-0.30000001192092896,
747767425,ES,FOP,20250214,6025.0,P,CME,USD,EW2,11.0,0.2206100634249494,-0.018803287839147188,0.4000000059604645,0.0,0.0007999169334919107,0.11962033484577894,-0.4000000059604645,
747767425,ES,FOP,20250214,6025.0,P,CME,USD,EW2,12.0,0.21196497206110393,-0.01524988213384922,0.3499999940395355,0.0,0.0006960340418530861,0.10000676585520152,-0.3499999940395355,
747767425,ES,FOP,20250214,6025.0,P,CME,USD,EW2,13.0,0.21406743377149007,-0.016279914201630583,0.3258972966204112,0.0,0.000728824048850942,0.11729083375229266,-0.3258972966204112,
747767580,ES,FOP,20250214,6025.0,C,CME,USD,EW2,10.0,0.14629372859129802,0.9990500105682568,117.75,0.0,7.779497401099003e-05,0.007714575838859102,-0.0,
747767580,ES,FOP,20250214,6025.0,C,CME,USD,EW2,11.0,0.24456296852399179,0.9696238447370292,118.5,0.0,0.0010773392653493413,0.17859857512804378,-0.5094171227019615,
747767580,ES,FOP,20250214,6025.0,C,CME,USD,EW2,12.0,,,,0.0,,,,
747767580,ES,FOP,20250214,6025.0,C,CME,USD,EW2,13.0,0.21406743377149007,0.9836408114957005,118.06656274748093,0.0,0.000728824048850942,0.11729083375212213,-0.31656274748092983,
757532742,ES,FOP,20250214,6030.0,C,CME,USD,EW2,10.0,0.1400234622043728,0.9990505083186212,112.75,0.0,8.12358879743254e-05,0.0077105178621048685,-0.0,
757532742,ES,FOP,20250214,6030.0,C,CME,USD,EW2,11.0,0.23582637008581236,0.968660832796448,113.5,0.0,0.0011465727734980395,0.18328578961530345,-0.5090180920788043,
757532742,ES,FOP,20250214,6030.0,C,CME,USD,EW2,12.0,,,,0.0,,,,
757532742,ES,FOP,20250214,6030.0,C,CME,USD,EW2,13.0,0.20972533921558972,0.981532229995986,113.10704485387487,0.0,0.0008254736905939486,0.12978613736049738,-0.35704485387486784,
757532865,ES,FOP,20250214,6030.0,P,CME,USD,EW2,10.0,0.20834416447384613,,,0.0,,,,
757532865,ES,FOP,20250214,6030.0,P,CME,USD,EW2,11.0,0.21641293216139157,,,0.0,,,,
757532865,ES,FOP,20250214,6030.0,P,CME,USD,EW2,12.0,0.2121206248100773,,,0.0,,,,
757532865,ES,FOP,20250214,6030.0,P,CME,USD,EW2,13.0,0.20972533921558972,-0.018388495701344987,0.3659830315015711,0.0,0.0008254736905939486,0.12978613736029843,-0.3659830315015711,
759513647,ES,FOP,20250214,6035.0,P,CME,USD,EW2,10.0,0.20443714633578053,-0.020109978901245693,0.4000000059604645,0.0,0.000913896409267115,0.12664603131610094,-0.4000000059604645,
759513647,ES,FOP,20250214,6035.0,P,CME,USD,EW2,11.0,0.20819804301117842,-0.021974145381501862,0.44999998807907104,0.0,0.0009672960811853713,0.1365120143508172,-0.44999998807907104,
759513647,ES,FOP,20250214,6035.0,P,CME,USD,EW2,12.0,0.2004375116534919,-0.018208223317074983,0.4000000059604645,0.0,0.0008566403773839508,0.11638910997165225,-0.4000000059604645,
759513647,ES,FOP,20250214,6035.0,P,CME,USD,EW2,13.0,0.20559950257802911,-0.020932464906561345,0.4150555906691693,0.0,0.0009399735681621001,0.1444041039190722,-0.4150555906691693,
