conId,symbol,secType,expiration,strike,right,exchange,currency,tradingClass,tickType,impliedVol,delta,optPrice,pvDividend,gamma,vega,theta,undPrice
789243930,ES,FOP,20250702,6230.0,P,CME,USD,E1C,13.0,0.11232530275631095,-0.3012951826930278,6.967819160144927,0.0,0.00960311448789362,1.152152875780985,-6.967819160144927,6247.5
789243930,ES,FOP,20250702,6230.0,P,CME,USD,E1C,10.0,0.11102610105483394,-0.3006224856804662,6.849999904632568,0.0,0.009895310818850289,1.1022909695733434,-6.522581399495975,6248.25
789243930,ES,FOP,20250702,6230.0,P,CME,USD,E1C,11.0,0.11279312235836525,-0.3034461017135466,7.050000190734863,0.0,0.009781265460423875,1.1069280305825464,-6.6542591050458055,6248.25
789243930,ES,FOP,20250702,6230.0,P,CME,USD,E1C,12.0,0.11453021402995121,-0.3061474613862449,7.400000095367432,0.0,0.009670929584668461,1.1112966723509288,-6.783398648107899,6248.25
793966086,ES,FOP,20250702,6235.0,P,CME,USD,E1C,13.0,0.10948658577811592,-0.34772493947696625,8.295197016466773,0.0,0.010428776040196442,1.2163193298374608,-8.295197016466773,6247.5
793966086,ES,FOP,20250702,6235.0,P,CME,USD,E1C,12.0,0.11249918324074541,-0.3537614984679857,8.850000381469727,0.0,0.01043378274755938,1.1776951308017978,-7.061079413896294,6248.25
793966109,ES,FOP,20250702,6235.0,C,CME,USD,E1C,13.0,0.10948658577811592,0.6521541833708561,22.043534955624636,0.0,0.010428776040196442,1.2163193298374608,-8.293535186448025,6247.5
793966109,ES,FOP,20250702,6235.0,C,CME,USD,E1C,12.0,0.1063698112433074,0.6540637392467165,20.5,0.0,0.010948173203997004,1.167562442183559,-6.622253748239825,6248.25
